image_id,image_filename,meal_name,ingredients_list,ingredient_names,num_ingredients,total_calories,total_carbs,total_protein,total_fat
fsb_00128,fsb_00128.jpg,Beef Stir-Fry with Vegetables and Rice,"""[{'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'white rice', 'calories': 102.7, 'carbs': 22.3, 'protein': 2.1, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'broccoli', 'calories': 9.8, 'carbs': 2.0, 'protein': 0.7, 'fat': 0.1, 'quantity': 0.2, 'unit': 'stalk, small (5\"" long)'}, {'name': 'green bell pepper', 'calories': 6.4, 'carbs': 1.5, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.2, 'unit': 'pepper'}, {'name': 'snow peas', 'calories': 6.7, 'carbs': 1.1, 'protein': 0.5, 'fat': 0.0, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'water chestnuts', 'calories': 18.0, 'carbs': 4.5, 'protein': 0.3, 'fat': 0.0, 'quantity': 0.15, 'unit': 'cup slices'}, {'name': 'soy sauce', 'calories': 8.5, 'carbs': 0.8, 'protein': 1.3, 'fat': 0.1, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""beef\"", \""white rice\"", \""broccoli\"", \""green bell pepper\"", \""snow peas\"", \""water chestnuts\"", \""soy sauce\""]""",7,372.3,32.2,27.3,14.5
fsb_00129,fsb_00129.jpg,Beef Stir-Fry,"""[{'name': 'beef', 'calories': 147.6, 'carbs': 0.0, 'protein': 14.9, 'fat': 9.5, 'quantity': 0.2, 'unit': 'piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)'}, {'name': 'mixed vegetables', 'calories': 45.3, 'carbs': 9.7, 'protein': 2.4, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'vegetable oil', 'calories': 120.2, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.6, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'Premium Hashbrown Potatoes', 'calories': 181.8, 'carbs': 39.4, 'protein': 3.0, 'fat': 0.0, 'quantity': 1, 'unit': 'cup dry'}]""","""[\""beef\"", \""mixed vegetables\"", \""vegetable oil\"", \""Premium Hashbrown Potatoes\""]""",4,494.9,49.1,20.3,23.6
fsb_00130,fsb_00130.jpg,Beef Stroganoff with Green Beans,"""[{'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'egg noodles', 'calories': 110.4, 'carbs': 20.1, 'protein': 3.6, 'fat': 1.7, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'mushrooms', 'calories': 4.4, 'carbs': 0.8, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.1, 'unit': 'cup'}, {'name': 'sour cream', 'calories': 71.3, 'carbs': 1.7, 'protein': 0.9, 'fat': 7.0, 'quantity': 3, 'unit': 'tbsp'}, {'name': 'green beans', 'calories': 17.5, 'carbs': 3.9, 'protein': 0.9, 'fat': 0.1, 'quantity': 0.4, 'unit': 'cup'}]""","""[\""beef\"", \""egg noodles\"", \""mushrooms\"", \""sour cream\"", \""green beans\""]""",5,423.8,26.5,27.9,23.0
fsb_00131,fsb_00131.jpg,Beef Tacos with Sides,"""[{'name': 'ground beef', 'calories': 202.6, 'carbs': 0.0, 'protein': 20.1, 'fat': 12.9, 'quantity': 0.5, 'unit': 'portion ( yield from 1/2 lb raw meat )'}, {'name': 'taco shells', 'calories': 120.9, 'carbs': 16.1, 'protein': 1.6, 'fat': 5.5, 'quantity': 2, 'unit': 'taco'}, {'name': 'shredded cheese', 'calories': 114.1, 'carbs': 0.9, 'protein': 6.5, 'fat': 9.4, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'lettuce', 'calories': 4.3, 'carbs': 0.8, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.3, 'unit': 'NLEA serving'}, {'name': 'sour cream', 'calories': 71.3, 'carbs': 1.7, 'protein': 0.9, 'fat': 7.0, 'quantity': 3, 'unit': 'tbsp'}, {'name': 'salsa', 'calories': 10.4, 'carbs': 2.4, 'protein': 0.5, 'fat': 0.1, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""ground beef\"", \""taco shells\"", \""shredded cheese\"", \""lettuce\"", \""sour cream\"", \""salsa\""]""",6,523.6,21.9,29.9,35.0
fsb_00132,fsb_00132.jpg,Beef Tagliatelle,"""[{'name': 'tagliatelle', 'calories': 167.7, 'carbs': 31.9, 'protein': 6.6, 'fat': 1.3, 'quantity': 1, 'unit': 'cup'}, {'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'parmesan cheese', 'calories': 42.0, 'carbs': 1.4, 'protein': 2.8, 'fat': 2.8, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'tomato sauce', 'calories': 29.4, 'carbs': 6.5, 'protein': 1.5, 'fat': 0.4, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""tagliatelle\"", \""beef\"", \""parmesan cheese\"", \""tomato sauce\"", \""olive oil\""]""",5,578.6,39.8,33.1,32.1
fsb_00133,fsb_00133.jpg,Beef Vegetable Soup with Rice,"""[{'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'potato', 'calories': 113.5, 'carbs': 25.8, 'protein': 3.0, 'fat': 0.2, 'quantity': 1, 'unit': 'cup'}, {'name': 'carrot', 'calories': 11.3, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.7, 'unit': 'carrot'}, {'name': 'corn', 'calories': 42.9, 'carbs': 9.4, 'protein': 1.5, 'fat': 0.7, 'quantity': 0.3, 'unit': 'cup cut'}, {'name': 'cabbage', 'calories': 5.2, 'carbs': 1.2, 'protein': 0.3, 'fat': 0.0, 'quantity': 0.15, 'unit': 'cup, shredded'}, {'name': 'broth', 'calories': 17.3, 'carbs': 1.7, 'protein': 1.2, 'fat': 0.6, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'white rice', 'calories': 102.7, 'carbs': 22.3, 'protein': 2.1, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}]""","""[\""beef\"", \""potato\"", \""carrot\"", \""corn\"", \""cabbage\"", \""broth\"", \""white rice\""]""",7,513.1,63.0,30.5,15.9
fsb_00134,fsb_00134.jpg,Beef with Black-Eyed Peas and Cabbage,"""[{'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'black eyed peas', 'calories': 99.2, 'carbs': 17.7, 'protein': 6.6, 'fat': 0.5, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'cabbage', 'calories': 10.3, 'carbs': 2.5, 'protein': 0.6, 'fat': 0.0, 'quantity': 0.3, 'unit': 'cup, shredded'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}]""","""[\""beef\"", \""black eyed peas\"", \""cabbage\"", \""carrots\""]""",4,340.6,22.8,29.6,14.7
fsb_00135,fsb_00135.jpg,Beef with Rice and Potato Salad,"""[{'name': 'beef', 'calories': 220.2, 'carbs': 0.0, 'protein': 22.2, 'fat': 14.1, 'quantity': 3, 'unit': 'oz'}, {'name': 'mexican rice', 'calories': 99.1, 'carbs': 12.9, 'protein': 2.1, 'fat': 4.3, 'quantity': 0.4, 'unit': 'cup'}, {'name': 'potato salad', 'calories': 178.8, 'carbs': 14.0, 'protein': 3.4, 'fat': 10.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'corn tortilla', 'calories': 157.0, 'carbs': 32.1, 'protein': 4.1, 'fat': 2.1, 'quantity': 3, 'unit': 'tortilla'}]""","""[\""beef\"", \""mexican rice\"", \""potato salad\"", \""corn tortilla\""]""",4,655.1,59.0,31.8,30.7
fsb_00136,fsb_00136.jpg,Beef Wrap with Green Sauce,"""[{'name': 'beef', 'calories': 259.0, 'carbs': 0.0, 'protein': 26.1, 'fat': 16.6, 'quantity': 100, 'unit': 'g'}, {'name': 'tortilla', 'calories': 143.3, 'carbs': 24.5, 'protein': 3.8, 'fat': 3.1, 'quantity': 0.9, 'unit': 'tortilla (approx 7-8\"" dia)'}, {'name': 'cheese', 'calories': 121.2, 'carbs': 0.9, 'protein': 6.9, 'fat': 10.0, 'quantity': 30, 'unit': 'g'}, {'name': 'onion', 'calories': 8.8, 'carbs': 2.0, 'protein': 0.3, 'fat': 0.0, 'quantity': 20, 'unit': 'g'}, {'name': 'pickles', 'calories': 3.6, 'carbs': 0.7, 'protein': 0.1, 'fat': 0.1, 'quantity': 30, 'unit': 'g'}, {'name': 'sauce', 'calories': 57.8, 'carbs': 8.6, 'protein': 1.6, 'fat': 1.9, 'quantity': 7, 'unit': 'tbsp'}]""","""[\""beef\"", \""tortilla\"", \""cheese\"", \""onion\"", \""pickles\"", \""sauce\""]""",6,593.7,36.7,38.8,31.7
fsb_00137,fsb_00137.jpg,Berry Smoothie Bowl,"""[{'name': 'strawberries', 'calories': 19.2, 'carbs': 4.6, 'protein': 0.4, 'fat': 0.2, 'quantity': 5, 'unit': 'medium (1-1/4\"" dia)'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'smoothie', 'calories': 145.2, 'carbs': 30.4, 'protein': 4.9, 'fat': 1.5, 'quantity': 0.9, 'unit': 'cup'}, {'name': 'honey', 'calories': 21.5, 'carbs': 5.8, 'protein': 0.0, 'fat': 0.0, 'quantity': 1, 'unit': 'tsp'}]""","""[\""strawberries\"", \""blueberries\"", \""smoothie\"", \""honey\""]""",4,207.0,46.2,5.6,1.8
fsb_00138,fsb_00138.jpg,Veal Biryani,"""[{'name': 'basmati rice', 'calories': 205.4, 'carbs': 44.5, 'protein': 4.3, 'fat': 0.4, 'quantity': 1, 'unit': 'cup'}, {'name': 'carrots', 'calories': 10.9, 'carbs': 2.6, 'protein': 0.2, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'onions', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'oil', 'calories': 123.8, 'carbs': 0.0, 'protein': 0.0, 'fat': 14.0, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'spices', 'calories': 5.1, 'carbs': 1.1, 'protein': 0.2, 'fat': 0.2, 'quantity': 1, 'unit': 'tsp'}, {'name': 'veal', 'calories': 65.4, 'carbs': 0.0, 'protein': 8.5, 'fat': 3.2, 'quantity': 1, 'unit': 'oz'}]""","""[\""basmati rice\"", \""carrots\"", \""onions\"", \""oil\"", \""spices\"", \""veal\""]""",6,429.1,52.5,13.8,18.0
fsb_00139,fsb_00139.jpg,Black Bean and Corn Salad,"""[{'name': 'black beans', 'calories': 68.1, 'carbs': 12.2, 'protein': 4.6, 'fat': 0.3, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'corn', 'calories': 28.6, 'carbs': 6.3, 'protein': 1.0, 'fat': 0.4, 'quantity': 0.2, 'unit': 'cup cut'}, {'name': 'tomato', 'calories': 3.2, 'carbs': 0.7, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.1, 'unit': 'cup, chopped or sliced'}, {'name': 'chicken', 'calories': 59.4, 'carbs': 0.0, 'protein': 6.5, 'fat': 3.5, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'mayonnaise', 'calories': 93.8, 'carbs': 0.1, 'protein': 0.1, 'fat': 10.3, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""black beans\"", \""corn\"", \""tomato\"", \""chicken\"", \""mayonnaise\""]""",5,253.1,19.3,12.4,14.5
fsb_00140,fsb_00140.jpg,Black Bean and Pumpkin Stew,"""[{'name': 'black beans', 'calories': 227.0, 'carbs': 40.8, 'protein': 15.2, 'fat': 0.9, 'quantity': 1, 'unit': 'cup'}, {'name': 'pumpkin', 'calories': 29.4, 'carbs': 7.2, 'protein': 1.1, 'fat': 0.1, 'quantity': 0.6, 'unit': 'cup'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 119.3, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""black beans\"", \""pumpkin\"", \""onion\"", \""olive oil\""]""",4,394.2,52.3,16.9,14.6
fsb_00141,fsb_00141.jpg,Black Sesame Mochi with Coconut Cream,"""[{'name': 'mochi', 'calories': 153.5, 'carbs': 30.5, 'protein': 1.5, 'fat': 3.2, 'quantity': 2, 'unit': 'oz'}, {'name': 'sesame seeds', 'calories': 160.2, 'carbs': 7.3, 'protein': 4.8, 'fat': 13.6, 'quantity': 1, 'unit': 'oz'}, {'name': 'coconut cream', 'calories': 135.7, 'carbs': 20.2, 'protein': 0.4, 'fat': 6.2, 'quantity': 2, 'unit': 'tbsp'}]""","""[\""mochi\"", \""sesame seeds\"", \""coconut cream\""]""",3,449.4,58.0,6.7,23.0
fsb_00142,fsb_00142.jpg,Bloody Mary,"""[{'name': 'vodka', 'calories': 97.0, 'carbs': 0.0, 'protein': 0.0, 'fat': 0.0, 'quantity': 1.5, 'unit': 'fl oz'}, {'name': 'tomato juice', 'calories': 18.6, 'carbs': 3.9, 'protein': 0.9, 'fat': 0.3, 'quantity': 3.5999999999999996, 'unit': 'fl oz'}, {'name': 'lemon juice', 'calories': 4.1, 'carbs': 1.4, 'protein': 0.1, 'fat': 0.0, 'quantity': 0.8, 'unit': 'fl oz'}, {'name': 'worcestershire sauce', 'calories': 3.1, 'carbs': 0.8, 'protein': 0.0, 'fat': 0.0, 'quantity': 0.7, 'unit': 'tsp'}, {'name': 'hot sauce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.0, 'fat': 0.0, 'quantity': 1, 'unit': 'tsp'}, {'name': 'celery salt', 'calories': 4.1, 'carbs': 0.4, 'protein': 0.2, 'fat': 0.3, 'quantity': 1, 'unit': 'tsp'}, {'name': 'black pepper', 'calories': 5.8, 'carbs': 1.5, 'protein': 0.2, 'fat': 0.1, 'quantity': 1, 'unit': 'tsp, ground'}, {'name': 'olive', 'calories': 5.1, 'carbs': 0.3, 'protein': 0.0, 'fat': 0.5, 'quantity': 1, 'unit': 'large'}, {'name': 'lime', 'calories': 1.9, 'carbs': 0.7, 'protein': 0.0, 'fat': 0.0, 'quantity': 0.8, 'unit': 'wedge'}]""","""[\""vodka\"", \""tomato juice\"", \""lemon juice\"", \""worcestershire sauce\"", \""hot sauce\"", \""celery salt\"", \""black pepper\"", \""olive\"", \""lime\""]""",9,140.7,9.2,1.4,1.2
fsb_00143,fsb_00143.jpg,BLT Sandwich with Fries,"""[{'name': 'bacon', 'calories': 129.2, 'carbs': 0.5, 'protein': 9.4, 'fat': 9.7, 'quantity': 2.4000000000000004, 'unit': 'slices'}, {'name': 'lettuce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'leaf inner'}, {'name': 'tomato', 'calories': 6.1, 'carbs': 1.3, 'protein': 0.3, 'fat': 0.1, 'quantity': 2, 'unit': 'cherry'}, {'name': 'white bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'mayonnaise', 'calories': 93.8, 'carbs': 0.1, 'protein': 0.1, 'fat': 10.3, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'french fries', 'calories': 355.7, 'carbs': 47.2, 'protein': 3.9, 'fat': 16.8, 'quantity': 2, 'unit': 'cup'}]""","""[\""bacon\"", \""lettuce\"", \""tomato\"", \""white bread\"", \""mayonnaise\"", \""french fries\""]""",6,745.4,79.0,19.1,38.9
fsb_00144,fsb_00144.jpg,BLT Sandwich,"""[{'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'bacon', 'calories': 113.0, 'carbs': 0.4, 'protein': 8.2, 'fat': 8.5, 'quantity': 2.0999999999999996, 'unit': 'slices'}, {'name': 'lettuce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'leaf inner'}, {'name': 'tomato', 'calories': 5.4, 'carbs': 1.2, 'protein': 0.3, 'fat': 0.1, 'quantity': 2, 'unit': 'slice, thin/small'}, {'name': 'mayonnaise', 'calories': 93.8, 'carbs': 0.1, 'protein': 0.1, 'fat': 10.3, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""bread\"", \""bacon\"", \""lettuce\"", \""tomato\"", \""mayonnaise\""]""",5,372.8,31.6,14.0,20.9
fsb_00145,fsb_00145.jpg,BLT Sandwich,"""[{'name': 'whole wheat bread', 'calories': 161.3, 'carbs': 27.3, 'protein': 8.0, 'fat': 2.2, 'quantity': 2, 'unit': 'slice'}, {'name': 'bacon', 'calories': 129.2, 'carbs': 0.5, 'protein': 9.4, 'fat': 9.7, 'quantity': 2.4000000000000004, 'unit': 'slices'}, {'name': 'lettuce', 'calories': 1.0, 'carbs': 0.2, 'protein': 0.1, 'fat': 0.0, 'quantity': 1, 'unit': 'leaf inner'}, {'name': 'tomato', 'calories': 6.1, 'carbs': 1.3, 'protein': 0.3, 'fat': 0.1, 'quantity': 2, 'unit': 'cherry'}, {'name': 'mayonnaise', 'calories': 93.8, 'carbs': 0.1, 'protein': 0.1, 'fat': 10.3, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""whole wheat bread\"", \""bacon\"", \""lettuce\"", \""tomato\"", \""mayonnaise\""]""",5,391.4,29.4,17.9,22.3
fsb_00146,fsb_00146.jpg,Blueberry Cream Pie,"""[{'name': 'pie crust', 'calories': 100.8, 'carbs': 11.2, 'protein': 1.3, 'fat': 5.7, 'quantity': 0.7, 'unit': 'wt. oz'}, {'name': 'cream', 'calories': 244.8, 'carbs': 2.0, 'protein': 2.0, 'fat': 26.0, 'quantity': 0.6, 'unit': 'cup, whipped'}, {'name': 'blueberries', 'calories': 7.8, 'carbs': 2.0, 'protein': 0.1, 'fat': 0.0, 'quantity': 10, 'unit': 'berry'}]""","""[\""pie crust\"", \""cream\"", \""blueberries\""]""",3,353.4,15.2,3.4,31.7
fsb_00147,fsb_00147.jpg,Spinach Blueberry Smoothie,"""[{'name': 'spinach', 'calories': 41.4, 'carbs': 6.8, 'protein': 5.3, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'blueberries', 'calories': 84.4, 'carbs': 21.4, 'protein': 1.1, 'fat': 0.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'greek yogurt', 'calories': 93.6, 'carbs': 5.7, 'protein': 16.2, 'fat': 0.6, 'quantity': 0.7, 'unit': 'cup'}, {'name': 'almond milk', 'calories': 56.0, 'carbs': 8.1, 'protein': 1.1, 'fat': 2.5, 'quantity': 1, 'unit': 'cup'}]""","""[\""spinach\"", \""blueberries\"", \""greek yogurt\"", \""almond milk\""]""",4,275.4,42.0,23.7,4.1
fsb_00148,fsb_00148.jpg,Fruit Salad With Boiled Egg,"""[{'name': 'hard boiled egg', 'calories': 77.5, 'carbs': 0.6, 'protein': 6.3, 'fat': 5.3, 'quantity': 1, 'unit': 'large'}, {'name': 'cantaloupe', 'calories': 16.3, 'carbs': 3.9, 'protein': 0.4, 'fat': 0.1, 'quantity': 0.3, 'unit': 'cup, cubes'}, {'name': 'pineapple', 'calories': 20.6, 'carbs': 5.4, 'protein': 0.2, 'fat': 0.0, 'quantity': 0.25, 'unit': 'cup, chunks'}, {'name': 'blueberries', 'calories': 21.1, 'carbs': 5.4, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.25, 'unit': 'cup'}, {'name': 'kiwi', 'calories': 42.1, 'carbs': 10.1, 'protein': 0.8, 'fat': 0.4, 'quantity': 1, 'unit': 'fruit (2\"" dia)'}]""","""[\""hard boiled egg\"", \""cantaloupe\"", \""pineapple\"", \""blueberries\"", \""kiwi\""]""",5,177.6,25.4,8.0,5.9
fsb_00149,fsb_00149.jpg,Braised Tofu with Mushrooms,"""[{'name': 'tofu', 'calories': 185.3, 'carbs': 2.6, 'protein': 22.3, 'fat': 11.7, 'quantity': 0.9, 'unit': 'cup'}, {'name': 'mushrooms', 'calories': 8.8, 'carbs': 1.7, 'protein': 0.7, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'soy sauce', 'calories': 17.0, 'carbs': 1.6, 'protein': 2.6, 'fat': 0.2, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'vegetable oil', 'calories': 120.2, 'carbs': 0.0, 'protein': 0.0, 'fat': 13.6, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'garlic', 'calories': 8.0, 'carbs': 1.8, 'protein': 0.3, 'fat': 0.0, 'quantity': 1.7999999999999998, 'unit': 'cloves'}, {'name': 'chili pepper', 'calories': 5.7, 'carbs': 1.2, 'protein': 0.3, 'fat': 0.1, 'quantity': 0.5, 'unit': 'wt. oz'}]""","""[\""tofu\"", \""mushrooms\"", \""soy sauce\"", \""vegetable oil\"", \""garlic\"", \""chili pepper\""]""",6,345.0,8.9,26.2,25.7
fsb_00150,fsb_00150.jpg,Bread and Cheese Platter,"""[{'name': 'bread', 'calories': 239.4, 'carbs': 44.5, 'protein': 8.0, 'fat': 3.0, 'quantity': 3, 'unit': 'slice, large'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}, {'name': 'cheese', 'calories': 202.0, 'carbs': 1.5, 'protein': 11.4, 'fat': 16.7, 'quantity': 50, 'unit': 'g'}, {'name': 'chutney', 'calories': 53.8, 'carbs': 4.3, 'protein': 2.2, 'fat': 3.7, 'quantity': 2, 'unit': 'serving'}]""","""[\""bread\"", \""butter\"", \""cheese\"", \""chutney\""]""",4,597.0,50.3,21.7,34.9
fsb_00151,fsb_00151.jpg,Bread and Fruit Plate,"""[{'name': 'bread', 'calories': 159.6, 'carbs': 29.7, 'protein': 5.3, 'fat': 2.0, 'quantity': 2, 'unit': 'slice, large'}, {'name': 'guava', 'calories': 33.7, 'carbs': 7.1, 'protein': 1.3, 'fat': 0.5, 'quantity': 0.3, 'unit': 'cup'}, {'name': 'avocado', 'calories': 64.3, 'carbs': 3.4, 'protein': 0.8, 'fat': 5.9, 'quantity': 0.2, 'unit': 'avocado, NS as to Florida or California'}]""","""[\""bread\"", \""guava\"", \""avocado\""]""",3,257.6,40.2,7.4,8.4
fsb_00152,fsb_00152.jpg,Buttered Toast,"""[{'name': 'white bread', 'calories': 66.5, 'carbs': 12.4, 'protein': 2.2, 'fat': 0.8, 'quantity': 1, 'unit': 'slice'}, {'name': 'brown bread', 'calories': 77.4, 'carbs': 14.1, 'protein': 3.1, 'fat': 0.9, 'quantity': 1, 'unit': 'slice'}, {'name': 'butter', 'calories': 101.8, 'carbs': 0.0, 'protein': 0.1, 'fat': 11.5, 'quantity': 1, 'unit': 'tbsp'}]""","""[\""white bread\"", \""brown bread\"", \""butter\""]""",3,245.7,26.5,5.4,13.2
fsb_00153,fsb_00153.jpg,Bread with Za'atar,"""[{'name': 'bread roll', 'calories': 109.2, 'carbs': 18.4, 'protein': 3.4, 'fat': 2.5, 'quantity': 1, 'unit': 'cup'}, {'name': 'zaatar', 'calories': 29.1, 'carbs': 3.5, 'protein': 1.1, 'fat': 1.9, 'quantity': 2, 'unit': 'tbsp'}, {'name': 'olive oil', 'calories': 59.7, 'carbs': 0.0, 'protein': 0.0, 'fat': 6.8, 'quantity': 0.5, 'unit': 'tablespoon'}]""","""[\""bread roll\"", \""zaatar\"", \""olive oil\""]""",3,198.0,21.9,4.5,11.2
fsb_00154,fsb_00154.jpg,Spinach And Roasted Potato Salad,"""[{'name': 'roasted potatoes', 'calories': 160.4, 'carbs': 20.7, 'protein': 2.4, 'fat': 7.7, 'quantity': 4, 'unit': 'oz'}, {'name': 'spinach', 'calories': 20.7, 'carbs': 3.4, 'protein': 2.7, 'fat': 0.2, 'quantity': 0.5, 'unit': 'cup'}, {'name': 'garlic', 'calories': 8.0, 'carbs': 1.8, 'protein': 0.3, 'fat': 0.0, 'quantity': 1.7999999999999998, 'unit': 'cloves'}, {'name': 'salad', 'calories': 60.0, 'carbs': 12.6, 'protein': 3.7, 'fat': 0.6, 'quantity': 3, 'unit': 'serving'}]""","""[\""roasted potatoes\"", \""spinach\"", \""garlic\"", \""salad\""]""",4,249.1,38.5,9.1,8.5
fsb_00155,fsb_00155.jpg,Breaded Chicken Piece,"""[{'name': 'chicken breast', 'calories': 145.5, 'carbs': 0.0, 'protein': 27.4, 'fat': 3.1, 'quantity': 0.9, 'unit': 'fillet'}, {'name': 'breadcrumbs', 'calories': 96.0, 'carbs': 17.5, 'protein': 3.2, 'fat': 1.3, 'quantity': 0.225, 'unit': 'cup'}, {'name': 'olive oil', 'calories': 59.7, 'carbs': 0.0, 'protein': 0.0, 'fat': 6.8, 'quantity': 0.5, 'unit': 'tablespoon'}]""","""[\""chicken breast\"", \""breadcrumbs\"", \""olive oil\""]""",3,301.2,17.5,30.6,11.2
fsb_00156,fsb_00156.jpg,Breaded Chicken Strips with Yorkshire Pudding,"""[{'name': 'breaded chicken', 'calories': 312.5, 'carbs': 21.8, 'protein': 20.3, 'fat': 16.0, 'quantity': 8, 'unit': 'pieces'}, {'name': 'yorkshire pudding', 'calories': 130.0, 'carbs': 11.5, 'protein': 4.4, 'fat': 7.2, 'quantity': 1, 'unit': 'pudding'}, {'name': 'onion', 'calories': 8.3, 'carbs': 1.9, 'protein': 0.3, 'fat': 0.0, 'quantity': 0.2, 'unit': 'medium'}]""","""[\""breaded chicken\"", \""yorkshire pudding\"", \""onion\""]""",3,450.8,35.2,25.0,23.2
fsb_00157,fsb_00157.jpg,Creamed Broccoli And Corn,"""[{'name': 'broccoli', 'calories': 27.3, 'carbs': 5.6, 'protein': 1.9, 'fat': 0.3, 'quantity': 0.5, 'unit': 'cup, chopped'}, {'name': 'cream sauce', 'calories': 89.0, 'carbs': 5.1, 'protein': 2.1, 'fat': 6.8, 'quantity': 4, 'unit': 'tbsp'}, {'name': 'corn', 'calories': 71.5, 'carbs': 15.6, 'protein': 2.5, 'fat': 1.1, 'quantity': 0.5, 'unit': 'cup cut'}, {'name': 'onion', 'calories': 18.5, 'carbs': 4.3, 'protein': 0.6, 'fat': 0.1, 'quantity': 0.2, 'unit': 'cup'}, {'name': 'breaded pork chop', 'calories': 400.2, 'carbs': 22.4, 'protein': 26.2, 'fat': 22.2, 'quantity': 1, 'unit': 'pork chop'}]""","""[\""broccoli\"", \""cream sauce\"", \""corn\"", \""onion\"", \""breaded pork chop\""]""",5,606.5,53.0,33.3,30.5
